ensembl_gene_id,Gene_name,ensembl_gene_id_version
ENSG00000055955,ITIH4,ENSG00000055955.17
ENSG00000055957,ITIH1,ENSG00000055957.11
ENSG00000056050,HPF1,ENSG00000056050.7
ENSG00000056097,ZFR,ENSG00000056097.16
ENSG00000056277,ZNF280C,ENSG00000056277.16
ENSG00000056558,TRAF1,ENSG00000056558.11
ENSG00000056586,RC3H2,ENSG00000056586.16
ENSG00000056736,IL17RB,ENSG00000056736.10
ENSG00000057019,DCBLD2,ENSG00000057019.16
ENSG00000057149,SERPINB3,ENSG00000057149.16
ENSG00000057252,SOAT1,ENSG00000057252.13
ENSG00000057468,MSH4,ENSG00000057468.7
ENSG00000057593,F7,ENSG00000057593.14
ENSG00000057608,GDI2,ENSG00000057608.17
ENSG00000057657,PRDM1,ENSG00000057657.17
ENSG00000057663,ATG5,ENSG00000057663.16
ENSG00000057704,TMCC3,ENSG00000057704.13
ENSG00000057757,PITHD1,ENSG00000057757.10
ENSG00000057935,MTA3,ENSG00000057935.14
ENSG00000058063,ATP11B,ENSG00000058063.16
ENSG00000058085,LAMC2,ENSG00000058085.15
ENSG00000058091,CDK14,ENSG00000058091.17
ENSG00000058272,PPP1R12A,ENSG00000058272.19
ENSG00000058335,RASGRF1,ENSG00000058335.16
ENSG00000058453,CROCC,ENSG00000058453.17
ENSG00000058600,POLR3E,ENSG00000058600.16
ENSG00000058673,ZC3H11A,ENSG00000058673.17
ENSG00000058729,RIOK2,ENSG00000058729.11
ENSG00000058799,YIPF1,ENSG00000058799.15
ENSG00000058804,NDC1,ENSG00000058804.12
ENSG00000058866,DGKG,ENSG00000058866.15
ENSG00000059122,FLYWCH1,ENSG00000059122.17
ENSG00000059145,UNKL,ENSG00000059145.19
ENSG00000059378,PARP12,ENSG00000059378.13
ENSG00000059573,ALDH18A1,ENSG00000059573.9
ENSG00000059588,TARBP1,ENSG00000059588.10
ENSG00000059691,GATB,ENSG00000059691.12
ENSG00000059728,MXD1,ENSG00000059728.11
ENSG00000059758,CDK17,ENSG00000059758.8
ENSG00000059769,DNAJC25,ENSG00000059769.20
ENSG00000059915,PSD,ENSG00000059915.17
ENSG00000060138,YBX3,ENSG00000060138.13
ENSG00000060140,STYK1,ENSG00000060140.9
ENSG00000060303,RPS17P5,ENSG00000060303.5
ENSG00000060339,CCAR1,ENSG00000060339.14
ENSG00000060558,GNA15,ENSG00000060558.4
ENSG00000060566,CREB3L3,ENSG00000060566.14
ENSG00000060656,PTPRU,ENSG00000060656.20
ENSG00000060688,SNRNP40,ENSG00000060688.13
ENSG00000060718,COL11A1,ENSG00000060718.22
ENSG00000060971,ACAA1,ENSG00000060971.19
ENSG00000060982,BCAT1,ENSG00000060982.15
ENSG00000061273,HDAC7,ENSG00000061273.18
ENSG00000061455,PRDM6,ENSG00000061455.11
ENSG00000061492,WNT8A,ENSG00000061492.12
ENSG00000061794,MRPS35,ENSG00000061794.13
ENSG00000061918,GUCY1B1,ENSG00000061918.14
ENSG00000061936,SFSWAP,ENSG00000061936.10
ENSG00000061987,MON2,ENSG00000061987.16
ENSG00000062096,ARSF,ENSG00000062096.15
ENSG00000062194,GPBP1,ENSG00000062194.16
ENSG00000062282,DGAT2,ENSG00000062282.15
ENSG00000062370,ZNF112,ENSG00000062370.17
ENSG00000062485,CS,ENSG00000062485.19
ENSG00000062524,LTK,ENSG00000062524.16
ENSG00000062582,MRPS24,ENSG00000062582.14
ENSG00000062598,ELMO2,ENSG00000062598.18
ENSG00000062716,VMP1,ENSG00000062716.13
ENSG00000062725,APPBP2,ENSG00000062725.10
ENSG00000063046,EIF4B,ENSG00000063046.18
ENSG00000063127,SLC6A16,ENSG00000063127.16
ENSG00000063176,SPHK2,ENSG00000063176.16
ENSG00000063177,RPL18,ENSG00000063177.13
ENSG00000063180,CA11,ENSG00000063180.9
ENSG00000063241,ISOC2,ENSG00000063241.8
ENSG00000063245,EPN1,ENSG00000063245.15
ENSG00000063322,MED29,ENSG00000063322.15
ENSG00000063515,GSC2,ENSG00000063515.3
ENSG00000063587,ZNF275,ENSG00000063587.15
ENSG00000063601,MTMR1,ENSG00000063601.17
ENSG00000063660,GPC1,ENSG00000063660.9
ENSG00000063761,ADCK1,ENSG00000063761.16
ENSG00000063854,HAGH,ENSG00000063854.13
ENSG00000064042,LIMCH1,ENSG00000064042.18
ENSG00000064102,INTS13,ENSG00000064102.15
ENSG00000064115,TM7SF3,ENSG00000064115.11
ENSG00000064195,DLX3,ENSG00000064195.7
ENSG00000064199,SPA17,ENSG00000064199.7
ENSG00000064201,TSPAN32,ENSG00000064201.16
ENSG00000064218,DMRT3,ENSG00000064218.5
ENSG00000064270,ATP2C2,ENSG00000064270.13
ENSG00000064300,NGFR,ENSG00000064300.9
ENSG00000064393,HIPK2,ENSG00000064393.16
ENSG00000064489,BORCS8-MEF2B,ENSG00000064489.23
ENSG00000064490,RFXANK,ENSG00000064490.14
ENSG00000064545,TMEM161A,ENSG00000064545.15
ENSG00000064547,LPAR2,ENSG00000064547.14
ENSG00000064607,SUGP2,ENSG00000064607.17
ENSG00000064651,SLC12A2,ENSG00000064651.14
ENSG00000064652,SNX24,ENSG00000064652.11
ENSG00000064655,EYA2,ENSG00000064655.19
ENSG00000064666,CNN2,ENSG00000064666.15
ENSG00000064687,ABCA7,ENSG00000064687.13
ENSG00000064692,SNCAIP,ENSG00000064692.20
ENSG00000064726,BTBD1,ENSG00000064726.10
ENSG00000064886,CHI3L2,ENSG00000064886.14
ENSG00000064932,SBNO2,ENSG00000064932.16
ENSG00000064961,HMG20B,ENSG00000064961.19
ENSG00000064989,CALCRL,ENSG00000064989.13
ENSG00000065029,ZNF76,ENSG00000065029.15
ENSG00000065054,NHERF2,ENSG00000065054.14
ENSG00000065057,NTHL1,ENSG00000065057.9
ENSG00000065135,GNAI3,ENSG00000065135.12
ENSG00000065150,IPO5,ENSG00000065150.21
ENSG00000065154,OAT,ENSG00000065154.12
ENSG00000065183,WDR3,ENSG00000065183.16
ENSG00000065243,PKN2,ENSG00000065243.20
ENSG00000065268,WDR18,ENSG00000065268.11
ENSG00000065308,TRAM2,ENSG00000065308.5
ENSG00000065320,NTN1,ENSG00000065320.9
ENSG00000065325,GLP2R,ENSG00000065325.13
ENSG00000065328,MCM10,ENSG00000065328.17
ENSG00000065357,DGKA,ENSG00000065357.20
ENSG00000065413,ANKRD44,ENSG00000065413.20
ENSG00000065427,KARS1,ENSG00000065427.15
ENSG00000065485,PDIA5,ENSG00000065485.20
ENSG00000065491,TBC1D22B,ENSG00000065491.8
ENSG00000065518,NDUFB4,ENSG00000065518.8
ENSG00000065548,ZC3H15,ENSG00000065548.18
ENSG00000065559,MAP2K4,ENSG00000065559.15
ENSG00000065600,PACC1,ENSG00000065600.13
ENSG00000065613,SLK,ENSG00000065613.15
ENSG00000065615,CYB5R4,ENSG00000065615.14
ENSG00000065618,COL17A1,ENSG00000065618.21
ENSG00000065621,GSTO2,ENSG00000065621.15
ENSG00000065665,SEC61A2,ENSG00000065665.21
ENSG00000065802,ASB1,ENSG00000065802.12
ENSG00000065833,ME1,ENSG00000065833.9
ENSG00000065911,MTHFD2,ENSG00000065911.13
ENSG00000065923,SLC9A7,ENSG00000065923.10
ENSG00000065970,FOXJ2,ENSG00000065970.9
ENSG00000065978,YBX1,ENSG00000065978.19
ENSG00000065989,PDE4A,ENSG00000065989.16
ENSG00000066027,PPP2R5A,ENSG00000066027.12
ENSG00000066044,ELAVL1,ENSG00000066044.15
ENSG00000066056,TIE1,ENSG00000066056.14
ENSG00000066084,DIP2B,ENSG00000066084.13
ENSG00000066117,SMARCD1,ENSG00000066117.15
ENSG00000066135,KDM4A,ENSG00000066135.13
ENSG00000066185,ZMYND12,ENSG00000066185.13
ENSG00000066230,SLC9A3,ENSG00000066230.12
ENSG00000066248,NGEF,ENSG00000066248.15
ENSG00000066294,CD84,ENSG00000066294.15
ENSG00000066322,ELOVL1,ENSG00000066322.15
ENSG00000066379,POLR1H,ENSG00000066379.15
ENSG00000066405,CLDN18,ENSG00000066405.13
ENSG00000066455,GOLGA5,ENSG00000066455.13
ENSG00000066557,LRRC40,ENSG00000066557.6
ENSG00000066583,ISOC1,ENSG00000066583.12
ENSG00000066651,TRMT11,ENSG00000066651.20
ENSG00000066654,THUMPD1,ENSG00000066654.14
ENSG00000066697,MSANTD3,ENSG00000066697.15
ENSG00000066739,ATG2B,ENSG00000066739.12
ENSG00000066777,ARFGEF1,ENSG00000066777.9
ENSG00000066813,ACSM2B,ENSG00000066813.14
ENSG00000066827,ZFAT,ENSG00000066827.16
ENSG00000066855,MTFR1,ENSG00000066855.16
ENSG00000067048,DDX3Y,ENSG00000067048.17
ENSG00000067066,SP100,ENSG00000067066.17
ENSG00000067082,KLF6,ENSG00000067082.15
ENSG00000067113,PLPP1,ENSG00000067113.17
ENSG00000067141,NEO1,ENSG00000067141.17
ENSG00000067167,TRAM1,ENSG00000067167.8
ENSG00000067177,PHKA1,ENSG00000067177.15
ENSG00000067221,STOML1,ENSG00000067221.14
ENSG00000067334,DNTTIP2,ENSG00000067334.14
ENSG00000067365,METTL22,ENSG00000067365.15
ENSG00000067369,TP53BP1,ENSG00000067369.14
ENSG00000067533,RRP15,ENSG00000067533.6
ENSG00000067596,DHX8,ENSG00000067596.12
ENSG00000067606,PRKCZ,ENSG00000067606.17
ENSG00000067646,ZFY,ENSG00000067646.12
ENSG00000067704,IARS2,ENSG00000067704.10
ENSG00000067798,NAV3,ENSG00000067798.16
ENSG00000067836,ROGDI,ENSG00000067836.13
ENSG00000067955,CBFB,ENSG00000067955.15
ENSG00000068001,HYAL2,ENSG00000068001.14
ENSG00000068078,FGFR3,ENSG00000068078.20
ENSG00000068079,IFI35,ENSG00000068079.8
ENSG00000068120,COASY,ENSG00000068120.15
ENSG00000068137,PLEKHH3,ENSG00000068137.15
ENSG00000068323,TFE3,ENSG00000068323.17
ENSG00000068354,TBC1D25,ENSG00000068354.16
ENSG00000068383,INPP5A,ENSG00000068383.19
ENSG00000068394,GPKOW,ENSG00000068394.11
ENSG00000068438,FTSJ1,ENSG00000068438.15
ENSG00000068489,PRR11,ENSG00000068489.13
ENSG00000068697,LAPTM4A,ENSG00000068697.7
ENSG00000068745,IP6K2,ENSG00000068745.15
ENSG00000068781,STON1-GTF2A1L,ENSG00000068781.21
ENSG00000068784,SRBD1,ENSG00000068784.13
ENSG00000068796,KIF2A,ENSG00000068796.19
ENSG00000068831,RASGRP2,ENSG00000068831.19
ENSG00000068878,PSME4,ENSG00000068878.15
ENSG00000068885,IFT80,ENSG00000068885.15
ENSG00000068971,PPP2R5B,ENSG00000068971.14
ENSG00000068976,PYGM,ENSG00000068976.14
ENSG00000068985,PAGE1,ENSG00000068985.5
ENSG00000069011,PITX1,ENSG00000069011.16
ENSG00000069018,TRPC7,ENSG00000069018.19
ENSG00000069122,ADGRF5,ENSG00000069122.19
ENSG00000069188,SDK2,ENSG00000069188.17
ENSG00000069206,ADAM7,ENSG00000069206.15
ENSG00000069248,NUP133,ENSG00000069248.12
ENSG00000069275,NUCKS1,ENSG00000069275.13
ENSG00000069345,DNAJA2,ENSG00000069345.12
ENSG00000069399,BCL3,ENSG00000069399.15
ENSG00000069482,GAL,ENSG00000069482.7
ENSG00000069493,CLEC2D,ENSG00000069493.15
ENSG00000069509,FUNDC1,ENSG00000069509.6
ENSG00000069535,MAOB,ENSG00000069535.14
ENSG00000069667,RORA,ENSG00000069667.16
ENSG00000069696,DRD4,ENSG00000069696.7
ENSG00000069702,TGFBR3,ENSG00000069702.11
ENSG00000069764,PLA2G10,ENSG00000069764.10
ENSG00000069812,HES2,ENSG00000069812.11
ENSG00000069849,ATP1B3,ENSG00000069849.11
ENSG00000069943,PIGB,ENSG00000069943.10
ENSG00000069966,GNB5,ENSG00000069966.19
ENSG00000069998,HDHD5,ENSG00000069998.12
ENSG00000070010,UFD1,ENSG00000070010.19
ENSG00000070018,LRP6,ENSG00000070018.9
ENSG00000070019,GUCY2C,ENSG00000070019.5
ENSG00000070031,SCT,ENSG00000070031.4
ENSG00000070047,PHRF1,ENSG00000070047.13
ENSG00000070061,ELP1,ENSG00000070061.16
ENSG00000070159,PTPN3,ENSG00000070159.14
ENSG00000070182,SPTB,ENSG00000070182.21
ENSG00000070190,DAPP1,ENSG00000070190.13
ENSG00000070193,FGF10,ENSG00000070193.5
ENSG00000070269,TMEM260,ENSG00000070269.14
ENSG00000070366,SMG6,ENSG00000070366.14
ENSG00000070371,CLTCL1,ENSG00000070371.16
ENSG00000070404,FSTL3,ENSG00000070404.10
ENSG00000070423,RNF126,ENSG00000070423.18
ENSG00000070444,MNT,ENSG00000070444.15
ENSG00000070476,ZXDC,ENSG00000070476.15
ENSG00000070495,JMJD6,ENSG00000070495.15
ENSG00000070501,POLB,ENSG00000070501.12
ENSG00000070526,ST6GALNAC1,ENSG00000070526.15
ENSG00000070540,WIPI1,ENSG00000070540.13
ENSG00000070601,FRMPD1,ENSG00000070601.10
ENSG00000070610,GBA2,ENSG00000070610.14
ENSG00000070614,NDST1,ENSG00000070614.15
ENSG00000070669,ASNS,ENSG00000070669.17
ENSG00000070729,CNGB1,ENSG00000070729.14
ENSG00000070731,ST6GALNAC2,ENSG00000070731.11
ENSG00000070748,CHAT,ENSG00000070748.19
ENSG00000070756,PABPC1,ENSG00000070756.17
ENSG00000070759,TESK2,ENSG00000070759.17
ENSG00000070761,CFAP20,ENSG00000070761.8
ENSG00000070770,CSNK2A2,ENSG00000070770.10
ENSG00000070778,PTPN21,ENSG00000070778.13
ENSG00000070785,EIF2B3,ENSG00000070785.17
ENSG00000070814,TCOF1,ENSG00000070814.22
ENSG00000070882,OSBPL3,ENSG00000070882.13
ENSG00000070886,EPHA8,ENSG00000070886.12
ENSG00000070915,SLC12A3,ENSG00000070915.10
ENSG00000070950,RAD18,ENSG00000070950.10
ENSG00000071051,NCK2,ENSG00000071051.14
ENSG00000071073,MGAT4A,ENSG00000071073.13
ENSG00000071082,RPL31,ENSG00000071082.11
ENSG00000071189,SNX13,ENSG00000071189.21
ENSG00000071203,MS4A12,ENSG00000071203.9
ENSG00000071205,ARHGAP10,ENSG00000071205.12
ENSG00000071242,RPS6KA2,ENSG00000071242.12
ENSG00000071243,ING3,ENSG00000071243.16
ENSG00000071246,VASH1,ENSG00000071246.11
ENSG00000071282,LMCD1,ENSG00000071282.12
ENSG00000071537,SEL1L,ENSG00000071537.14
ENSG00000071539,TRIP13,ENSG00000071539.14
ENSG00000071553,ATP6AP1,ENSG00000071553.18
ENSG00000071626,DAZAP1,ENSG00000071626.17
ENSG00000071655,MBD3,ENSG00000071655.18
ENSG00000071677,PRLH,ENSG00000071677.1
ENSG00000071794,HLTF,ENSG00000071794.16
ENSG00000071859,FAM50A,ENSG00000071859.15
ENSG00000071889,FAM3A,ENSG00000071889.17
ENSG00000071894,CPSF1,ENSG00000071894.17
ENSG00000071909,MYO3B,ENSG00000071909.19
ENSG00000071967,CYBRD1,ENSG00000071967.12
ENSG00000071991,CDH19,ENSG00000071991.9
ENSG00000071994,PDCD2,ENSG00000071994.11
ENSG00000072042,RDH11,ENSG00000072042.13
ENSG00000072080,SPP2,ENSG00000072080.11
ENSG00000072121,ZFYVE26,ENSG00000072121.17
ENSG00000072135,PTPN18,ENSG00000072135.13
ENSG00000072163,LIMS2,ENSG00000072163.20
ENSG00000072195,SPEG,ENSG00000072195.15
ENSG00000072201,LNX1,ENSG00000072201.14
ENSG00000072210,ALDH3A2,ENSG00000072210.19
ENSG00000072364,AFF4,ENSG00000072364.13
ENSG00000072401,UBE2D1,ENSG00000072401.15
ENSG00000072415,PALS1,ENSG00000072415.10
ENSG00000072422,RHOBTB1,ENSG00000072422.17
ENSG00000072501,SMC1A,ENSG00000072501.19
ENSG00000072571,HMMR,ENSG00000072571.20
ENSG00000072609,CHFR,ENSG00000072609.18
ENSG00000072736,NFATC3,ENSG00000072736.19
ENSG00000072778,ACADVL,ENSG00000072778.20
ENSG00000072786,STK10,ENSG00000072786.13
ENSG00000072818,ACAP1,ENSG00000072818.12
ENSG00000072832,CRMP1,ENSG00000072832.15
ENSG00000072840,EVC,ENSG00000072840.13
ENSG00000072849,DERL2,ENSG00000072849.11
ENSG00000072858,SIDT1,ENSG00000072858.11
ENSG00000072864,NDE1,ENSG00000072864.16
ENSG00000072954,TMEM38A,ENSG00000072954.7
ENSG00000072958,AP1M1,ENSG00000072958.9
ENSG00000073050,XRCC1,ENSG00000073050.12
ENSG00000073067,CYP2W1,ENSG00000073067.14
ENSG00000073111,MCM2,ENSG00000073111.14
ENSG00000073150,PANX2,ENSG00000073150.14
ENSG00000073282,TP63,ENSG00000073282.14
ENSG00000073331,ALPK1,ENSG00000073331.18
ENSG00000073350,LLGL2,ENSG00000073350.14
ENSG00000073417,PDE8A,ENSG00000073417.15
ENSG00000073464,CLCN4,ENSG00000073464.13
ENSG00000073536,NLE1,ENSG00000073536.18
ENSG00000073584,SMARCE1,ENSG00000073584.20
ENSG00000073598,FNDC8,ENSG00000073598.6
ENSG00000073614,KDM5A,ENSG00000073614.13
ENSG00000073670,ADAM11,ENSG00000073670.14
ENSG00000073711,PPP2R3A,ENSG00000073711.11
ENSG00000073712,FERMT2,ENSG00000073712.15
ENSG00000073734,ABCB11,ENSG00000073734.10
ENSG00000073737,DHRS9,ENSG00000073737.17
ENSG00000073754,CD5L,ENSG00000073754.6
ENSG00000073792,IGF2BP2,ENSG00000073792.16
ENSG00000073803,MAP3K13,ENSG00000073803.14
ENSG00000073849,ST6GAL1,ENSG00000073849.16
ENSG00000073861,TBX21,ENSG00000073861.3
ENSG00000073905,VDAC1P1,ENSG00000073905.8
ENSG00000073921,PICALM,ENSG00000073921.18
ENSG00000074047,GLI2,ENSG00000074047.22
ENSG00000074071,MRPS34,ENSG00000074071.15
ENSG00000074181,NOTCH3,ENSG00000074181.9
ENSG00000074201,CLNS1A,ENSG00000074201.9
ENSG00000074211,PPP2R2C,ENSG00000074211.14
ENSG00000074219,TEAD2,ENSG00000074219.14
ENSG00000074317,SNCB,ENSG00000074317.11
ENSG00000074319,TSG101,ENSG00000074319.13
ENSG00000074356,NCBP3,ENSG00000074356.17
ENSG00000074370,ATP2A3,ENSG00000074370.18
ENSG00000074410,CA12,ENSG00000074410.14
ENSG00000074527,NTN4,ENSG00000074527.13
ENSG00000074582,BCS1L,ENSG00000074582.15
ENSG00000074603,DPP8,ENSG00000074603.19
ENSG00000074621,SLC24A1,ENSG00000074621.14
ENSG00000074657,ZNF532,ENSG00000074657.14
ENSG00000074695,LMAN1,ENSG00000074695.6
ENSG00000074696,HACD3,ENSG00000074696.13
ENSG00000074755,ZZEF1,ENSG00000074755.15
ENSG00000074771,NOX3,ENSG00000074771.4
ENSG00000074800,ENO1,ENSG00000074800.16
ENSG00000074842,MYDGF,ENSG00000074842.8
ENSG00000074855,ANO8,ENSG00000074855.11
ENSG00000074935,TUBE1,ENSG00000074935.14
ENSG00000074964,ARHGEF10L,ENSG00000074964.17
ENSG00000074966,TXK,ENSG00000074966.11
ENSG00000075035,WSCD2,ENSG00000075035.10
ENSG00000075131,TIPIN,ENSG00000075131.10
ENSG00000075142,SRI,ENSG00000075142.14
ENSG00000075188,NUP37,ENSG00000075188.9
ENSG00000075213,SEMA3A,ENSG00000075213.11
ENSG00000075218,GTSE1,ENSG00000075218.19
ENSG00000075223,SEMA3C,ENSG00000075223.14
ENSG00000075234,TTC38,ENSG00000075234.17
ENSG00000075239,ACAT1,ENSG00000075239.14
ENSG00000075240,GRAMD4,ENSG00000075240.17
ENSG00000075275,CELSR1,ENSG00000075275.18
ENSG00000075290,WNT8B,ENSG00000075290.8
ENSG00000075292,ZNF638,ENSG00000075292.19
ENSG00000075303,SLC25A40,ENSG00000075303.13
ENSG00000075336,TIMM21,ENSG00000075336.12
ENSG00000075340,ADD2,ENSG00000075340.23
ENSG00000075388,FGF4,ENSG00000075388.4
ENSG00000075399,VPS9D1,ENSG00000075399.14
ENSG00000075413,MARK3,ENSG00000075413.19
ENSG00000075420,FNDC3B,ENSG00000075420.13
ENSG00000075426,FOSL2,ENSG00000075426.12
ENSG00000075429,CACNG5,ENSG00000075429.9
ENSG00000075461,CACNG4,ENSG00000075461.6
ENSG00000075539,FRYL,ENSG00000075539.15
ENSG00000075568,TMEM131,ENSG00000075568.17
ENSG00000075618,FSCN1,ENSG00000075618.18
ENSG00000075624,ACTB,ENSG00000075624.17
ENSG00000075643,MOCOS,ENSG00000075643.6
ENSG00000075673,ATP12A,ENSG00000075673.12
ENSG00000075711,DLG1,ENSG00000075711.21
ENSG00000075785,RAB7A,ENSG00000075785.14
ENSG00000075790,BCAP29,ENSG00000075790.12
ENSG00000075826,SEC31B,ENSG00000075826.17
ENSG00000075856,SART3,ENSG00000075856.12
ENSG00000075884,ARHGAP15,ENSG00000075884.14
ENSG00000075886,TUBA3D,ENSG00000075886.11
ENSG00000075914,EXOSC7,ENSG00000075914.13
ENSG00000075945,KIFAP3,ENSG00000075945.13
ENSG00000075975,MKRN2,ENSG00000075975.17
ENSG00000076003,MCM6,ENSG00000076003.5
ENSG00000076043,REXO2,ENSG00000076043.11
ENSG00000076053,RBM7,ENSG00000076053.12
ENSG00000076108,BAZ2A,ENSG00000076108.12
ENSG00000076258,FMO4,ENSG00000076258.10
ENSG00000076321,KLHL20,ENSG00000076321.11
ENSG00000076344,RGS11,ENSG00000076344.16
ENSG00000076351,SLC46A1,ENSG00000076351.13
ENSG00000076356,PLXNA2,ENSG00000076356.7
ENSG00000076382,SPAG5,ENSG00000076382.17
ENSG00000076513,ANKRD13A,ENSG00000076513.17
ENSG00000076641,PAG1,ENSG00000076641.4
ENSG00000076650,GPATCH1,ENSG00000076650.7
ENSG00000076685,NT5C2,ENSG00000076685.19
ENSG00000076706,MCAM,ENSG00000076706.17
ENSG00000076716,GPC4,ENSG00000076716.9
ENSG00000076826,CAMSAP3,ENSG00000076826.10
ENSG00000076924,XAB2,ENSG00000076924.12
ENSG00000076984,MAP2K7,ENSG00000076984.18
ENSG00000077044,DGKD,ENSG00000077044.11
ENSG00000077063,CTTNBP2,ENSG00000077063.11
ENSG00000077080,ACTL6B,ENSG00000077080.10
ENSG00000077147,TM9SF3,ENSG00000077147.16
ENSG00000077235,GTF3C1,ENSG00000077235.18
ENSG00000077238,IL4R,ENSG00000077238.14
ENSG00000077254,USP33,ENSG00000077254.14
ENSG00000077274,CAPN6,ENSG00000077274.9
ENSG00000077312,SNRPA,ENSG00000077312.9
ENSG00000077327,SPAG6,ENSG00000077327.16
ENSG00000077380,DYNC1I2,ENSG00000077380.16
ENSG00000077420,APBB1IP,ENSG00000077420.16
ENSG00000077458,FAM76B,ENSG00000077458.13
ENSG00000077463,SIRT6,ENSG00000077463.15
ENSG00000077498,TYR,ENSG00000077498.9
ENSG00000077514,POLD3,ENSG00000077514.9
ENSG00000077549,CAPZB,ENSG00000077549.19
ENSG00000077585,GPR137B,ENSG00000077585.14
ENSG00000077616,NAALAD2,ENSG00000077616.11
ENSG00000077684,JADE1,ENSG00000077684.16
ENSG00000077713,SLC25A43,ENSG00000077713.19
ENSG00000077800,FKBP6,ENSG00000077800.13
ENSG00000077935,SMC1B,ENSG00000077935.17
ENSG00000077942,FBLN1,ENSG00000077942.19
ENSG00000077943,ITGA8,ENSG00000077943.8
ENSG00000077984,CST7,ENSG00000077984.6
ENSG00000078043,PIAS2,ENSG00000078043.16
ENSG00000078053,AMPH,ENSG00000078053.17
ENSG00000078081,LAMP3,ENSG00000078081.8
ENSG00000078114,NEBL,ENSG00000078114.19
ENSG00000078140,UBE2K,ENSG00000078140.14
ENSG00000078237,TIGAR,ENSG00000078237.7
ENSG00000078246,TULP3,ENSG00000078246.17
ENSG00000078269,SYNJ2,ENSG00000078269.15
ENSG00000078295,ADCY2,ENSG00000078295.17
ENSG00000078399,HOXA9,ENSG00000078399.19
ENSG00000078401,EDN1,ENSG00000078401.7
ENSG00000078403,MLLT10,ENSG00000078403.17
ENSG00000078579,FGF20,ENSG00000078579.9
ENSG00000078589,P2RY10,ENSG00000078589.13
ENSG00000078596,ITM2A,ENSG00000078596.11
ENSG00000078668,VDAC3,ENSG00000078668.14
ENSG00000078699,CBFA2T2,ENSG00000078699.22
ENSG00000078725,BRINP1,ENSG00000078725.13
ENSG00000078795,PKD2L2,ENSG00000078795.17
ENSG00000078804,TP53INP2,ENSG00000078804.13
ENSG00000078898,BPIFB2,ENSG00000078898.7
ENSG00000078902,TOLLIP,ENSG00000078902.16
ENSG00000078967,UBE2D4,ENSG00000078967.13
ENSG00000079112,CDH17,ENSG00000079112.10
ENSG00000079156,OSBPL6,ENSG00000079156.17
ENSG00000079246,XRCC5,ENSG00000079246.16
ENSG00000079257,LXN,ENSG00000079257.8
ENSG00000079263,SP140,ENSG00000079263.19
ENSG00000079277,MKNK1,ENSG00000079277.22
ENSG00000079313,REXO1,ENSG00000079313.15
ENSG00000079335,CDC14A,ENSG00000079335.20
ENSG00000079337,RAPGEF3,ENSG00000079337.16
ENSG00000079385,CEACAM1,ENSG00000079385.23
ENSG00000079435,LIPE,ENSG00000079435.10
ENSG00000079462,PAFAH1B3,ENSG00000079462.8
ENSG00000079557,AFM,ENSG00000079557.5
ENSG00000079739,PGM1,ENSG00000079739.17
ENSG00000079785,DDX1,ENSG00000079785.16
ENSG00000079931,MOXD1,ENSG00000079931.15
ENSG00000079950,STX7,ENSG00000079950.14
ENSG00000079999,KEAP1,ENSG00000079999.14
ENSG00000080007,DDX43,ENSG00000080007.8
ENSG00000080031,PTPRH,ENSG00000080031.10
ENSG00000080166,DCT,ENSG00000080166.16
ENSG00000080189,SLC35C2,ENSG00000080189.15
ENSG00000080200,CRYBG3,ENSG00000080200.10
ENSG00000080293,SCTR,ENSG00000080293.10
ENSG00000080345,RIF1,ENSG00000080345.18
ENSG00000080371,RAB21,ENSG00000080371.6
ENSG00000080511,RDH8,ENSG00000080511.5
ENSG00000080561,MID2,ENSG00000080561.14
ENSG00000080573,COL5A3,ENSG00000080573.7
ENSG00000080603,SRCAP,ENSG00000080603.17
ENSG00000080608,PUM3,ENSG00000080608.10
ENSG00000080618,CPB2,ENSG00000080618.17
ENSG00000080644,CHRNA3,ENSG00000080644.16
ENSG00000080819,CPOX,ENSG00000080819.9
ENSG00000080822,CLDND1,ENSG00000080822.17
ENSG00000080823,MOK,ENSG00000080823.23
ENSG00000080824,HSP90AA1,ENSG00000080824.19
ENSG00000080839,RBL1,ENSG00000080839.12
ENSG00000080854,IGSF9B,ENSG00000080854.16
ENSG00000080986,NDC80,ENSG00000080986.13
ENSG00000081014,AP4E1,ENSG00000081014.11
ENSG00000081026,MAGI3,ENSG00000081026.19
ENSG00000081041,CXCL2,ENSG00000081041.9
ENSG00000081051,AFP,ENSG00000081051.8
ENSG00000081059,TCF7,ENSG00000081059.20
ENSG00000081138,CDH7,ENSG00000081138.14
ENSG00000081148,IMPG2,ENSG00000081148.12
ENSG00000081154,PCNP,ENSG00000081154.12
ENSG00000081181,ARG2,ENSG00000081181.8
ENSG00000081277,PKP1,ENSG00000081277.13
ENSG00000081320,STK17B,ENSG00000081320.11
ENSG00000081377,CDC14B,ENSG00000081377.17
ENSG00000081479,LRP2,ENSG00000081479.15
ENSG00000081665,ZNF506,ENSG00000081665.14
ENSG00000081721,DUSP12,ENSG00000081721.12
ENSG00000081760,AACS,ENSG00000081760.17
ENSG00000081791,DELE1,ENSG00000081791.9
ENSG00000081800,SLC13A1,ENSG00000081800.9
ENSG00000081818,PCDHB4,ENSG00000081818.4
ENSG00000081842,PCDHA6,ENSG00000081842.18
ENSG00000081853,PCDHGA2,ENSG00000081853.15
ENSG00000081870,IFT25,ENSG00000081870.12
